core	age_calkaBP	d18Obenth	d18Ow	sealevel
1338 Holbourn	15100.00	1.05	-0.82	50.64
1338 Holbourn	15103.00	1.42	-0.45	27.80
1338 Holbourn	15107.00	1.58	-0.29	17.86
1338 Holbourn	15111.00	1.57	-0.30	18.38
1338 Holbourn	15115.00	1.74	-0.13	7.83
1338 Holbourn	15119.00	1.20	-0.67	40.96
1338 Holbourn	15122.00	1.28	-0.58	35.97
1338 Holbourn	15126.00	1.61	-0.25	15.57
1338 Holbourn	15129.00	1.47	-0.39	24.12
1338 Holbourn	15133.00	1.55	-0.31	19.10
1338 Holbourn	15136.00	1.66	-0.20	12.26
1338 Holbourn	15139.00	1.48	-0.38	23.27
1338 Holbourn	15142.00	1.47	-0.39	23.81
1338 Holbourn	15146.00	1.71	-0.15	8.95
1338 Holbourn	15148.00	1.47	-0.38	23.67
1338 Holbourn	15151.00	1.31	-0.54	33.45
1338 Holbourn	15154.00	1.60	-0.25	15.53
1338 Holbourn	15158.00	1.55	-0.30	18.52
1338 Holbourn	15161.00	1.54	-0.31	19.06
1338 Holbourn	15164.00	1.51	-0.34	20.84
1338 Holbourn	15168.00	1.47	-0.38	23.21
1338 Holbourn	15171.00	1.34	-0.51	31.14
1338 Holbourn	15174.00	1.29	-0.55	34.15
1338 Holbourn	15177.00	1.21	-0.63	39.00
1338 Holbourn	15181.00	1.62	-0.22	13.68
1338 Holbourn	15184.00	1.51	-0.33	20.37
1338 Holbourn	15187.00	1.36	-0.48	29.54
1338 Holbourn	15191.00	1.14	-0.70	42.98
1338 Holbourn	15194.00	0.76	-1.08	66.30
1338 Holbourn	15200.00	0.97	-0.87	53.23
1338 Holbourn	15205.00	1.26	-0.57	35.20
1338 Holbourn	15211.00	1.09	-0.74	45.44
1338 Holbourn	15217.00	1.05	-0.77	47.67
1338 Holbourn	15223.00	1.28	-0.54	33.29
1338 Holbourn	15228.00	1.46	-0.36	22.03
1338 Holbourn	15234.00	1.44	-0.37	23.04
1338 Holbourn	15240.00	1.75	-0.06	3.73
1338 Holbourn	15246.00	1.69	-0.12	7.20
1338 Holbourn	15251.00	1.59	-0.21	13.17
1338 Holbourn	15257.00	1.61	-0.19	11.71
1338 Holbourn	15263.00	1.49	-0.31	18.87
1338 Holbourn	15269.00	1.68	-0.11	6.95
1338 Holbourn	15274.00	1.74	-0.05	3.07
1338 Holbourn	15280.00	1.45	-0.34	20.70
1338 Holbourn	15286.00	1.25	-0.53	32.78
1338 Holbourn	15290.00	1.50	-0.28	17.24
1338 Holbourn	15295.00	1.26	-0.52	31.83
1338 Holbourn	15299.00	1.35	-0.42	26.14
1338 Holbourn	15303.00	1.03	-0.74	45.71
1338 Holbourn	15308.00	1.33	-0.44	27.10
1338 Holbourn	15312.00	1.56	-0.21	12.84
1338 Holbourn	15312.00	1.60	-0.17	10.37
1338 Holbourn	15316.00	1.70	-0.07	4.11
1338 Holbourn	15321.00	1.25	-0.51	31.66
1338 Holbourn	15325.00	1.21	-0.55	34.00
1338 Holbourn	15328.00	1.32	-0.44	27.15
1338 Holbourn	15330.00	1.64	-0.12	7.40
1338 Holbourn	15333.00	1.70	-0.06	3.62
1338 Holbourn	15336.00	1.66	-0.10	6.00
1338 Holbourn	15339.00	1.66	-0.10	5.91
1338 Holbourn	15341.00	1.80	0.04	-2.76
1338 Holbourn	15344.00	1.81	0.06	-3.46
1338 Holbourn	15347.00	1.77	0.02	-1.08
1338 Holbourn	15350.00	1.60	-0.15	9.29
1338 Holbourn	15352.00	1.54	-0.21	12.93
1338 Holbourn	15355.00	1.58	-0.17	10.38
1338 Holbourn	15358.00	1.26	-0.49	29.99
1338 Holbourn	15361.00	1.71	-0.04	2.21
1338 Holbourn	15363.00	1.80	0.05	-3.38
1338 Holbourn	15366.00	1.51	-0.23	14.38
1338 Holbourn	15369.00	1.56	-0.18	11.21
1338 Holbourn	15372.00	1.51	-0.23	14.21
1338 Holbourn	15372.00	1.47	-0.27	16.67
1338 Holbourn	15374.00	1.64	-0.10	6.15
1338 Holbourn	15377.00	1.72	-0.02	1.14
1338 Holbourn	15380.00	1.68	-0.06	3.52
1338 Holbourn	15383.00	1.63	-0.11	6.51
1338 Holbourn	15385.00	1.55	-0.18	11.37
1338 Holbourn	15388.00	1.41	-0.32	19.90
1338 Holbourn	15391.00	1.55	-0.18	11.20
1338 Holbourn	15393.00	1.77	0.04	-2.39
1338 Holbourn	15396.00	1.59	-0.14	8.60
1338 Holbourn	15399.00	1.65	-0.08	4.82
1338 Holbourn	15402.00	1.68	-0.05	2.91
1338 Holbourn	15404.00	1.45	-0.28	17.03
1338 Holbourn	15407.00	1.82	0.09	-5.79
1338 Holbourn	15413.00	1.82	0.10	-5.90
1338 Holbourn	15415.00	1.84	0.12	-7.17
1338 Holbourn	15418.00	1.78	0.06	-3.53
1338 Holbourn	15421.00	1.79	0.07	-4.20
1338 Holbourn	15424.00	1.64	-0.08	4.97
1338 Holbourn	15426.00	1.53	-0.19	11.71
1338 Holbourn	15429.00	1.47	-0.25	15.35
1338 Holbourn	15432.00	1.42	-0.30	18.37
1338 Holbourn	15437.00	1.27	-0.45	27.51
1338 Holbourn	15440.00	1.15	-0.57	34.84
1338 Holbourn	15443.00	1.47	-0.25	15.09
1338 Holbourn	15447.00	1.58	-0.13	8.25
1338 Holbourn	15452.00	1.59	-0.12	7.54
1338 Holbourn	15456.00	1.46	-0.25	15.47
1338 Holbourn	15460.00	1.46	-0.25	15.40
1338 Holbourn	15464.00	1.36	-0.35	21.48
1338 Holbourn	15468.00	1.20	-0.51	31.26
1338 Holbourn	15472.00	1.22	-0.49	29.95
1338 Holbourn	15476.00	1.14	-0.57	34.80
1338 Holbourn	15480.00	1.45	-0.25	15.65
1338 Holbourn	15485.00	1.59	-0.11	6.95
1338 Holbourn	15489.00	1.52	-0.18	11.18
1338 Holbourn	15493.00	1.20	-0.50	30.80
1338 Holbourn	15497.00	1.24	-0.46	28.27
1338 Holbourn	15501.00	1.06	-0.64	39.28
1338 Holbourn	15506.00	1.39	-0.31	18.92
1338 Holbourn	15510.00	1.37	-0.33	20.11
1338 Holbourn	15514.00	1.27	-0.43	26.22
1338 Holbourn	15518.00	1.02	-0.68	41.57
1338 Holbourn	15520.00	1.28	-0.42	25.55
1338 Holbourn	15521.00	1.45	-0.24	15.07
1338 Holbourn	15523.00	1.63	-0.06	3.98
1338 Holbourn	15525.00	1.75	0.06	-3.43
1338 Holbourn	15527.00	1.72	0.03	-1.60
1338 Holbourn	15528.00	1.77	0.08	-4.69
1338 Holbourn	15530.00	1.63	-0.06	3.90
1338 Holbourn	15532.00	1.58	-0.11	6.96
1338 Holbourn	15534.00	1.45	-0.24	14.94
1338 Holbourn	15535.00	1.49	-0.20	12.47
1338 Holbourn	15537.00	1.67	-0.02	1.37
1338 Holbourn	15539.00	1.65	-0.04	2.58
1338 Holbourn	15541.00	1.64	-0.05	3.18
1338 Holbourn	15543.00	1.63	-0.06	3.77
1338 Holbourn	15544.00	1.57	-0.12	7.45
1338 Holbourn	15546.00	1.64	-0.05	3.12
1338 Holbourn	15548.00	1.52	-0.17	10.49
1338 Holbourn	15550.00	1.61	-0.08	4.93
1338 Holbourn	15551.00	1.50	-0.19	11.69
1338 Holbourn	15553.00	1.48	-0.21	12.90
1338 Holbourn	15555.00	1.54	-0.15	9.18
1338 Holbourn	15556.00	1.41	-0.28	17.17
1338 Holbourn	15558.00	1.39	-0.30	18.38
1338 Holbourn	15560.00	1.27	-0.42	25.75
1338 Holbourn	15561.00	1.59	-0.10	6.05
1338 Holbourn	15563.00	1.49	-0.20	12.18
1338 Holbourn	15565.00	1.18	-0.51	31.23
1338 Holbourn	15567.00	1.08	-0.61	37.37
1338 Holbourn	15568.00	1.14	-0.55	33.67
1338 Holbourn	15570.00	0.67	-1.02	62.57
1337 Kochhann	15570.00	0.54	-1.07	66.08
1337 Kochhann	15572.00	0.78	-0.84	51.72
1337 Kochhann	15575.00	1.20	-0.41	25.41
1337 Kochhann	15578.00	0.66	-0.95	58.67
1337 Kochhann	15581.00	0.55	-1.06	65.47
1337 Kochhann	15584.00	0.56	-1.06	64.95
1337 Kochhann	15587.00	0.91	-0.70	43.38
1337 Kochhann	15590.00	0.82	-0.80	49.07
1337 Kochhann	15593.00	0.39	-1.23	75.50
1337 Kochhann	15597.00	0.52	-1.10	67.52
1337 Kochhann	15602.00	1.24	-0.37	22.81
1337 Kochhann	15604.00	0.55	-1.07	65.65
1337 Kochhann	15608.00	1.41	-0.20	12.42
1337 Kochhann	15613.00	1.73	0.12	-7.26
1337 Kochhann	15618.00	1.68	0.07	-4.18
1337 Kochhann	15623.00	1.72	0.11	-6.64
1337 Kochhann	15629.00	1.70	0.09	-5.40
1337 Kochhann	15634.00	1.77	0.16	-9.70
1337 Kochhann	15639.00	1.75	0.14	-8.46
1337 Kochhann	15644.00	1.75	0.14	-8.46
1337 Kochhann	15649.00	1.76	0.15	-9.06
1337 Kochhann	15654.00	1.72	0.11	-6.60
1337 Kochhann	15659.00	1.66	0.05	-2.90
1337 Kochhann	15664.00	1.37	-0.24	14.96
1337 Kochhann	15669.00	1.37	-0.24	14.96
1337 Kochhann	15674.00	1.50	-0.11	6.97
1337 Kochhann	15679.00	1.63	0.02	-1.03
1337 Kochhann	15684.00	1.70	0.09	-5.33
1337 Kochhann	15690.00	1.22	-0.39	24.22
1337 Kochhann	15695.00	1.39	-0.22	13.76
1337 Kochhann	15700.00	1.39	-0.22	13.77
1337 Kochhann	15705.00	1.16	-0.46	28.00
1337 Kochhann	15710.00	1.07	-0.55	33.62
1337 Kochhann	15715.00	1.45	-0.17	10.31
1337 Kochhann	15720.00	1.22	-0.40	24.54
1337 Kochhann	15726.00	1.33	-0.29	17.87
1337 Kochhann	15733.00	1.74	0.12	-7.26
1337 Kochhann	15740.00	1.64	0.02	-0.99
1337 Kochhann	15747.00	1.51	-0.12	7.12
1337 Kochhann	15753.00	1.58	-0.05	2.90
1337 Kochhann	15760.00	1.76	0.13	-8.07
1337 Kochhann	15767.00	1.62	-0.01	0.66
1337 Kochhann	15773.00	1.52	-0.11	6.90
1337 Kochhann	15780.00	1.45	-0.18	11.32
1337 Kochhann	15787.00	1.55	-0.09	5.27
1337 Kochhann	15794.00	1.46	-0.18	10.92
1337 Kochhann	15800.00	1.38	-0.26	15.94
1337 Kochhann	15804.00	1.49	-0.15	9.27
1337 Kochhann	15808.00	1.65	0.01	-0.48
1337 Kochhann	15811.00	1.75	0.11	-6.56
1337 Kochhann	15815.00	1.70	0.06	-3.39
1337 Kochhann	15819.00	1.50	-0.15	9.02
1337 Kochhann	15823.00	1.45	-0.20	12.20
1337 Kochhann	15827.00	1.33	-0.32	19.68
1337 Kochhann	15831.00	1.65	0.00	0.08
1337 Kochhann	15835.00	1.67	0.02	-1.05
1337 Kochhann	15839.00	1.68	0.03	-1.57
1337 Kochhann	15843.00	1.74	0.08	-5.16
1337 Kochhann	15846.00	1.71	0.05	-3.24
1337 Kochhann	15850.00	1.66	0.00	-0.06
1337 Kochhann	15854.00	1.47	-0.19	11.48
1337 Kochhann	15857.00	1.67	0.01	-0.45
1337 Kochhann	15861.00	1.47	-0.19	11.90
1337 Kochhann	15865.00	1.45	-0.21	13.04
1337 Kochhann	15869.00	1.39	-0.27	16.77
1337 Kochhann	15873.00	1.45	-0.22	13.48
1337 Kochhann	15877.00	1.54	-0.13	7.98
1337 Kochhann	15880.00	1.63	-0.04	2.70
1337 Kochhann	15885.00	1.20	-0.47	28.98
1337 Kochhann	15888.00	1.30	-0.37	22.84
1337 Kochhann	15893.00	1.00	-0.68	41.67
1337 Kochhann	15899.00	1.78	0.10	-6.06
1337 Kochhann	15903.00	1.49	-0.19	11.94
1337 Kochhann	15908.00	1.85	0.17	-10.33
1337 Kochhann	15913.00	1.28	-0.40	24.81
1337 Kochhann	15919.00	1.78	0.10	-6.00
1337 Kochhann	15922.00	1.38	-0.31	18.93
1337 Kochhann	15928.00	1.86	0.17	-10.46
1337 Kochhann	15933.00	1.66	-0.04	2.28
1337 Kochhann	15940.00	1.64	-0.05	3.25
1337 Kochhann	15944.00	1.49	-0.21	12.71
1337 Kochhann	15949.00	1.61	-0.08	5.20
1337 Kochhann	15954.00	1.57	-0.13	8.27
1337 Kochhann	15959.00	1.43	-0.27	16.77
1337 Kochhann	15964.00	1.54	-0.16	9.94
1337 Kochhann	15970.00	1.37	-0.33	20.54
1337 Kochhann	15974.00	1.43	-0.28	17.32
1337 Kochhann	15980.00	1.01	-0.70	43.01
1337 Kochhann	15985.00	0.93	-0.79	48.36
1337 Kochhann	15990.00	1.12	-0.60	36.67
1337 Kochhann	15996.00	0.70	-1.01	62.41
1337 Kochhann	16006.00	0.73	-0.99	60.82
1337 Kochhann	16011.00	0.69	-1.03	63.42
1337 Kochhann	16017.00	0.86	-0.87	53.30
1337 Kochhann	16023.00	1.63	-0.09	5.64
1337 Kochhann	16028.00	1.68	-0.05	3.01
1337 Kochhann	16034.00	1.36	-0.37	22.73
1337 Kochhann	16039.00	1.31	-0.42	26.07
1337 Kochhann	16045.00	1.35	-0.38	23.58
1337 Kochhann	16049.00	1.16	-0.57	34.90
1337 Kochhann	16054.00	1.39	-0.34	21.07
1337 Kochhann	16059.00	1.44	-0.29	17.83
1337 Kochhann	16064.00	1.35	-0.38	23.51
1337 Kochhann	16072.00	1.30	-0.44	27.01
1337 Kochhann	16078.00	1.18	-0.55	34.12
1337 Kochhann	16083.00	1.35	-0.39	23.80
1337 Kochhann	16089.00	1.42	-0.33	20.02
1337 Kochhann	16094.00	1.41	-0.33	20.22
1337 Kochhann	16099.00	1.47	-0.28	17.16
1337 Kochhann	16105.00	1.01	-0.73	45.15
1337 Kochhann	16111.00	1.13	-0.61	37.55
1337 Kochhann	16116.00	1.11	-0.64	39.24
1337 Kochhann	16122.00	1.33	-0.42	25.67
1337 Kochhann	16127.00	1.43	-0.32	19.43
1337 Kochhann	16133.00	1.51	-0.24	14.48
1337 Kochhann	16145.00	1.38	-0.36	22.17
1337 Kochhann	16149.00	1.28	-0.46	28.24
1337 Kochhann	16156.00	1.27	-0.47	29.19
1337 Kochhann	16161.00	1.18	-0.56	34.33
1337 Kochhann	16169.00	0.89	-0.85	52.26
1337 Kochhann	16173.00	1.11	-0.63	38.89
1337 Kochhann	16177.00	0.99	-0.75	46.13
1337 Kochhann	16178.00	1.28	-0.46	28.40
1337 Kochhann	16181.00	1.34	-0.40	24.38
1337 Kochhann	16189.00	1.31	-0.43	26.56
1337 Kochhann	16195.00	1.22	-0.52	31.76
1337 Kochhann	16200.00	1.24	-0.50	30.75
1337 Kochhann	16206.00	1.17	-0.57	34.95
1337 Kochhann	16211.00	1.21	-0.52	32.27
1337 Kochhann	16217.00	1.28	-0.45	27.48
1337 Kochhann	16222.00	1.31	-0.42	25.61
1337 Kochhann	16228.00	1.10	-0.63	38.61
1337 Kochhann	16233.00	1.22	-0.50	31.07
1337 Kochhann	16239.00	1.15	-0.58	35.46
1337 Kochhann	16244.00	1.20	-0.52	31.92
1337 Kochhann	16250.00	1.38	-0.34	21.04
1337 Kochhann	16255.00	1.66	-0.06	3.60
1337 Kochhann	16261.00	1.32	-0.40	24.47
1337 Kochhann	16266.00	1.46	-0.25	15.64
1337 Kochhann	16272.00	1.40	-0.32	19.60
1337 Kochhann	16277.00	1.37	-0.34	21.17
1337 Kochhann	16283.00	1.28	-0.43	26.54
1337 Kochhann	16288.00	1.55	-0.16	9.71
1337 Kochhann	16294.00	1.31	-0.39	24.31
1337 Kochhann	16299.00	1.54	-0.16	10.06
1337 Kochhann	16305.00	1.36	-0.35	21.29
1337 Kochhann	16310.00	1.43	-0.27	16.73
1337 Kochhann	16316.00	1.39	-0.31	19.03
1337 Kochhann	16322.00	0.98	-0.71	43.97
1337 Kochhann	16327.00	1.04	-0.65	40.08
1337 Kochhann	16332.00	0.88	-0.81	49.98
1337 Kochhann	16339.00	0.90	-0.79	48.31
1337 Kochhann	16344.00	1.06	-0.62	38.33
1337 Kochhann	16351.00	1.08	-0.60	37.03
1337 Kochhann	16359.00	1.00	-0.68	41.98
1337 Kochhann	16366.00	0.87	-0.81	49.98
1337 Kochhann	16374.00	1.40	-0.27	16.71
1337 Kochhann	16381.00	1.50	-0.17	10.55
1337 Kochhann	16390.00	1.20	-0.47	28.95
1337 Kochhann	16396.00	1.12	-0.54	33.22
1337 Kochhann	16404.00	1.26	-0.40	24.59
1337 Kochhann	16412.00	1.01	-0.65	40.16
1337 Kochhann	16419.00	1.17	-0.48	29.78
1337 Kochhann	16427.00	1.26	-0.39	24.12
1337 Kochhann	16434.00	1.17	-0.48	29.74
1337 Kochhann	16442.00	1.07	-0.57	35.21
1337 Kochhann	16449.00	0.79	-0.86	52.77
1337 Kochhann	16456.00	0.66	-0.99	60.67
1337 Kochhann	16461.00	0.99	-0.65	40.25
1337 Kochhann	16467.00	1.23	-0.41	25.34
1337 Kochhann	16473.00	1.13	-0.51	31.29
1337 Kochhann	16477.00	1.19	-0.44	27.26
1337 Kochhann	16483.00	1.30	-0.34	20.66
1337 Kochhann	16488.00	1.22	-0.41	24.97
1337 Kochhann	16494.00	1.12	-0.51	31.23
1337 Kochhann	16498.00	1.05	-0.58	35.57
1337 Kochhann	16504.00	1.03	-0.59	36.60
1337 Kochhann	16508.00	1.00	-0.63	38.59
1337 Kochhann	16512.00	1.18	-0.44	27.05
1337 Kochhann	16519.00	1.21	-0.41	25.08
1337 Kochhann	16524.00	1.28	-0.34	20.79
1337 Kochhann	16529.00	0.91	-0.71	43.63
1337 Kochhann	16535.00	1.04	-0.58	35.52
1337 Kochhann	16540.00	1.04	-0.58	35.53
1337 Kochhann	16546.00	0.97	-0.64	39.60
1337 Kochhann	16552.00	1.30	-0.31	19.36
1337 Kochhann	16556.00	1.41	-0.20	12.56
1337 Kochhann	16561.00	1.45	-0.17	10.42
1337 Kochhann	16567.00	1.04	-0.57	35.29
1337 Kochhann	16572.00	1.10	-0.51	31.55
1337 Kochhann	16578.00	1.23	-0.38	23.68
1337 Kochhann	16583.00	1.08	-0.53	32.74
1337 Kochhann	16588.00	0.99	-0.62	38.18
1337 Kochhann	16593.00	1.04	-0.58	35.42
1337 Kochhann	16598.00	1.21	-0.40	24.61
1337 Kochhann	16604.00	1.49	-0.12	7.32
1337 Kochhann	16609.00	1.53	-0.08	4.88
1337 Kochhann	16614.00	1.55	-0.06	3.55
1337 Kochhann	16618.00	1.52	-0.10	5.91
1337 Kochhann	16625.00	1.45	-0.16	9.70
1337 Kochhann	16630.00	1.10	-0.52	31.82
1337 Kochhann	16635.00	1.03	-0.59	36.03
1337 Kochhann	16640.00	1.03	-0.58	35.81
1337 Kochhann	16645.00	1.35	-0.27	16.39
1337 Kochhann	16650.00	1.37	-0.24	14.76
1337 Kochhann	16656.00	1.30	-0.32	19.53
1337 Kochhann	16661.00	1.12	-0.49	30.32
1337 Kochhann	16666.00	0.80	-0.82	50.28
1337 Kochhann	16672.00	0.66	-0.95	58.56
1337 Kochhann	16677.00	1.12	-0.50	30.53
1337 Kochhann	16682.00	1.02	-0.59	36.46
1337 Kochhann	16687.00	1.39	-0.23	14.02
1337 Kochhann	16692.00	1.53	-0.09	5.68
1337 Kochhann	16694.00	1.21	-0.41	25.26
1337 Kochhann	16698.00	1.54	-0.08	4.73
1337 Kochhann	16703.00	1.54	-0.08	5.09
1337 Kochhann	16709.00	1.46	-0.16	9.91
1337 Kochhann	16714.00	1.36	-0.26	16.14
1337 Kochhann	16719.00	1.18	-0.44	27.35
1337 Kochhann	16724.00	1.15	-0.47	28.89
1337 Kochhann	16730.00	1.29	-0.34	20.92
1337 Kochhann	16735.00	1.08	-0.55	33.67
1337 Kochhann	16739.00	1.03	-0.60	37.05
1337 Kochhann	16744.00	1.03	-0.60	36.75
1337 Kochhann	16750.00	1.20	-0.43	26.25
1337 Kochhann	16756.00	1.38	-0.25	15.69
1337 Kochhann	16761.00	1.43	-0.20	12.37
1337 Kochhann	16766.00	1.14	-0.49	30.17
1337 Kochhann	16771.00	1.05	-0.59	36.15
1337 Kochhann	16776.00	1.31	-0.32	19.79
1337 Kochhann	16787.00	1.12	-0.52	31.70
1337 Kochhann	16793.00	0.97	-0.67	41.44
1337 Kochhann	16797.00	1.49	-0.16	9.56
1337 Kochhann	16801.00	1.30	-0.35	21.31
1337 Kochhann	16808.00	0.74	-0.90	55.30
1337 Kochhann	16813.00	1.10	-0.55	33.70
1337 Kochhann	16821.00	1.36	-0.29	17.67
1337 Kochhann	16826.00	1.15	-0.50	30.65
1337 Kochhann	16831.00	1.26	-0.39	23.87
1337 Kochhann	16837.00	1.22	-0.43	26.28
1337 Kochhann	16844.00	1.26	-0.39	24.09
1337 Kochhann	16850.00	1.31	-0.34	20.90
1337 Kochhann	16855.00	0.90	-0.75	46.37
1337 Kochhann	16863.00	1.31	-0.35	21.35
1337 Kochhann	16870.00	1.25	-0.41	25.00
1337 Kochhann	16875.00	1.06	-0.59	36.45
1337 Kochhann	16881.00	1.02	-0.64	39.10
1337 Kochhann	16887.00	1.00	-0.66	40.65
1337 Kochhann	16894.00	0.87	-0.79	48.73
1337 Kochhann	16900.00	1.19	-0.48	29.23
1337 Kochhann	16905.00	1.19	-0.47	28.77
1337 Kochhann	16911.00	1.31	-0.35	21.41
1337 Kochhann	16916.00	1.32	-0.33	20.57
1337 Kochhann	16923.00	1.08	-0.57	35.30
1337 Kochhann	16928.00	1.51	-0.14	8.87
1337 Kochhann	16934.00	1.60	-0.06	3.41
1337 Kochhann	16939.00	1.52	-0.13	8.18
1337 Kochhann	16944.00	1.69	0.04	-2.32
1337 Kochhann	16952.00	1.53	-0.13	7.91
1337 Kochhann	16958.00	1.70	0.04	-2.59
1337 Kochhann	16964.00	1.95	0.29	-18.14
1337 Kochhann	16970.00	1.86	0.21	-12.76
1337 Kochhann	16975.00	1.72	0.07	-4.24
1337 Kochhann	16981.00	1.80	0.15	-9.08
1337 Kochhann	16988.00	1.63	-0.02	1.46
1337 Kochhann	16995.00	1.62	-0.03	1.72
1337 Kochhann	17000.00	1.61	-0.04	2.55
1337 Kochhann	17006.00	1.60	-0.05	2.90
1337 Kochhann	17012.00	1.61	-0.03	2.07
1337 Kochhann	17018.00	1.68	0.04	-2.44
1337 Kochhann	17024.00	1.63	-0.01	0.79
1337 Kochhann	17029.00	1.61	-0.02	1.53
1337 Kochhann	17035.00	1.54	-0.10	6.06
1337 Kochhann	17043.00	1.80	0.17	-10.50
1337 Kochhann	17047.00	1.52	-0.11	6.75
1337 Kochhann	17054.00	1.45	-0.18	10.95
1337 Kochhann	17059.00	1.68	0.06	-3.57
1337 Kochhann	17065.00	1.65	0.03	-1.87
1337 Kochhann	17072.00	1.86	0.24	-14.85
1337 Kochhann	17078.00	1.47	-0.15	9.01
1337 Kochhann	17084.00	1.45	-0.17	10.46
1337 Kochhann	17090.00	1.31	-0.31	18.80
1337 Kochhann	17095.00	0.84	-0.77	47.30
1337 Kochhann	17100.00	1.67	0.06	-3.78
1337 Kochhann	17105.00	1.37	-0.24	14.55
1337 Kochhann	17110.00	1.18	-0.43	26.36
1337 Kochhann	17115.00	1.69	0.09	-5.58
1337 Kochhann	17120.00	1.52	-0.08	4.81
1337 Kochhann	17126.00	1.55	-0.05	3.06
1337 Kochhann	17130.00	1.80	0.20	-12.19
1337 Kochhann	17135.00	1.80	0.21	-12.87
1337 Kochhann	17141.00	1.54	-0.06	3.41
1337 Kochhann	17145.00	1.47	-0.12	7.55
1337 Kochhann	17150.00	1.67	0.08	-4.70
1337 Kochhann	17155.00	1.81	0.22	-13.63
1337 Kochhann	17160.00	1.65	0.06	-3.73
1337 Kochhann	17165.00	1.64	0.06	-3.49
1337 Kochhann	17170.00	1.55	-0.03	1.98
1337 Kochhann	17175.00	1.55	-0.03	1.91
1337 Kochhann	17178.00	1.70	0.12	-7.52
1337 Kochhann	17185.00	1.37	-0.21	12.67
1337 Kochhann	17189.00	1.26	-0.32	19.46
1337 Kochhann	17192.00	1.82	0.25	-15.51
1337 Kochhann	17195.00	1.40	-0.17	10.75
1337 Kochhann	17196.00	1.56	-0.01	0.81
1337 Kochhann	17199.00	1.50	-0.07	4.49
1337 Kochhann	17202.00	1.60	0.03	-1.85
1337 Kochhann	17205.00	1.70	0.13	-8.25
1337 Kochhann	17207.00	1.78	0.21	-12.96
1337 Kochhann	17210.00	1.64	0.07	-4.41
1337 Kochhann	17213.00	1.69	0.12	-7.66
1337 Kochhann	17216.00	1.91	0.35	-21.57
1337 Kochhann	17218.00	1.88	0.32	-19.70
1337 Kochhann	17221.00	1.92	0.36	-22.16
1337 Kochhann	17224.00	1.96	0.40	-24.31
1337 Kochhann	17227.00	1.89	0.33	-20.37
1337 Kochhann	17229.00	1.82	0.26	-15.79
1337 Kochhann	17232.00	1.60	0.04	-2.68
1337 Kochhann	17235.00	1.67	0.11	-6.67
1337 Kochhann	17238.00	1.66	0.10	-6.43
1337 Kochhann	17240.00	1.63	0.08	-4.62
1337 Kochhann	17243.00	1.63	0.08	-4.68
1337 Kochhann	17246.00	1.52	-0.03	2.03
1337 Kochhann	17249.00	1.69	0.14	-8.48
1337 Kochhann	17251.00	1.84	0.29	-17.75
1337 Kochhann	17254.00	1.78	0.23	-14.12
1337 Kochhann	17257.00	1.81	0.26	-16.02
1337 Kochhann	17260.00	1.72	0.17	-10.54
1337 Kochhann	17262.00	1.76	0.21	-13.04
1337 Kochhann	17265.00	1.65	0.10	-6.33
1337 Kochhann	17268.00	1.58	0.03	-2.08
1337 Kochhann	17271.00	1.63	0.08	-5.22
1337 Kochhann	17273.00	1.68	0.14	-8.33
1337 Kochhann	17276.00	1.57	0.03	-1.62
1337 Kochhann	17279.00	1.54	0.00	0.16
1337 Kochhann	17282.00	1.53	-0.01	0.72
1337 Kochhann	17284.00	1.65	0.11	-6.70
1337 Kochhann	17287.00	1.54	0.00	0.01
1337 Kochhann	17290.00	1.39	-0.15	9.18
1337 Kochhann	17293.00	1.32	-0.22	13.43
1337 Kochhann	17295.00	1.10	-0.44	26.93
1337 Kochhann	17298.00	1.01	-0.53	32.41
1337 Kochhann	17301.00	0.98	-0.56	34.21
1337 Kochhann	17305.00	1.37	-0.17	10.20
1337 Kochhann	17310.00	1.94	0.40	-24.90
1337 Kochhann	17314.00	1.84	0.30	-18.76
1337 Kochhann	17319.00	1.61	0.08	-4.62
1337 Kochhann	17323.00	1.68	0.15	-8.95
1337 Kochhann	17328.00	1.85	0.32	-19.43
1337 Kochhann	17332.00	1.83	0.30	-18.21
1337 Kochhann	17336.00	1.73	0.20	-12.07
1337 Kochhann	17341.00	1.56	0.03	-1.63
1337 Kochhann	17345.00	1.69	0.16	-9.65
1337 Kochhann	17350.00	1.82	0.29	-17.67
1337 Kochhann	17354.00	1.88	0.35	-21.38
1337 Kochhann	17359.00	1.88	0.35	-21.39
1337 Kochhann	17363.00	1.80	0.27	-16.49
1337 Kochhann	17367.00	1.90	0.37	-22.66
1337 Kochhann	17372.00	1.67	0.14	-8.52
1337 Kochhann	17376.00	1.45	-0.08	5.00
1337 Kochhann	17381.00	1.45	-0.08	4.98
1337 Kochhann	17385.00	1.53	0.00	0.04
1337 Kochhann	17390.00	1.76	0.23	-14.13
1337 Kochhann	17394.00	1.35	-0.18	11.08
1337 Kochhann	17398.00	1.26	-0.27	16.61
1337 Kochhann	17403.00	1.41	-0.12	7.38
1337 Kochhann	17405.00	1.43	-0.10	6.23
1337 Kochhann	17409.00	1.37	-0.16	9.63
1337 Kochhann	17415.00	1.58	0.05	-3.01
1337 Kochhann	17419.00	1.51	-0.02	1.50
1337 Kochhann	17424.00	1.80	0.27	-16.38
1337 Kochhann	17427.00	1.89	0.35	-21.85
