/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas (2020): S11. Bulk stable carbon and oxygen isotope data of ODP Site 208-1263. PANGAEA, https://doi.org/10.1594/PANGAEA.917512, 
	In: Westerhold, T (2020): Cenozoic global reference benthic carbon and oxygen isotope dataset (CENOGRID). PANGAEA, https://doi.org/10.1594/PANGAEA.917503
Keyword(s):	Cenozoic Climate; Ocean Drilling
Related to:	Westerhold, Thomas; Marwan, Norbert; Drury, Anna Joy; Liebrand, Diederik; Agnini, Claudia; Anagnostou, Eleni; Barnet, James S K; Bohaty, Steven M; De Vleeschouwer, David; Florindo, Fabio; Frederichs, Thomas; Hodell, David A; Holbourn, Ann E; Kroon, Dick; Lauretano, Vittoria; Littler, Kate; Lourens, Lucas Joost; Lyle, Mitchell W; Pälike, Heiko; Röhl, Ursula; Tian, Jun; Wilkens, Roy H; Wilson, Paul A; Zachos, James C (2020): An astronomically dated record of Earth's climate and its predictability over the last 66 million years. Science, 369, 1383-1387, https://doi.org/10.1126/science.aba6853
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Coverage:	LATITUDE: -28.532950 * LONGITUDE: 2.779567
	DATE/TIME START: 2003-03-29T00:00:00 * DATE/TIME END: 2003-04-05T00:00:00
	MINIMUM DEPTH, sediment/rock: 70.740 m * MAXIMUM DEPTH, sediment/rock: 285.300 m
Event(s):	208-1263 * LATITUDE: -28.532950 * LONGITUDE: 2.779567 * DATE/TIME START: 2003-03-29T00:00:00 * DATE/TIME END: 2003-04-05T00:00:00 * ELEVATION: -2717.1 m * Penetration: 1261.5 m * Recovery: 709.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 93 cores; 777.9 m cored; 483.6 m drilled; 91.2 % recovery
Parameter(s):	Sample code/label (Sample label) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: mbsf
	Depth, composite revised [rmcd] (Depth comp r) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Tuned time [Ma] (Tuned time) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	δ13C [‰ PDB] (δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: VPDB
	δ18O [‰] (δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: VPDB
	Reference/source (Reference) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	23242 data points
*/
Sample label	Depth sed [m]	Depth comp r [rmcd]	Tuned time [Ma]	δ13C [‰ PDB]	δ18O [‰]	Reference
208-1263A-9H-6,74	77.040	87.680	33.238980	2.4150	1.6660	MARUM Bremen this study
208-1263A-9H-6,77	77.070	87.710	33.242280	2.3970	1.6870	MARUM Bremen this study
208-1263A-9H-6,80	77.100	87.740	33.245580	2.3290	1.7110	MARUM Bremen this study
208-1263A-9H-6,83	77.130	87.770	33.248870	2.4040	1.5740	MARUM Bremen this study
208-1263A-9H-6,86	77.160	87.800	33.252170	2.4050	1.5820	MARUM Bremen this study
208-1263A-9H-6,89	77.190	87.830	33.255470	2.4000	1.5530	MARUM Bremen this study
208-1263A-9H-6,92	77.220	87.860	33.258770	2.4330	1.5740	MARUM Bremen this study
208-1263A-9H-6,95	77.250	87.890	33.262070	2.4200	1.6300	MARUM Bremen this study
208-1263A-9H-6,98	77.280	87.920	33.265370	2.4270	1.7390	MARUM Bremen this study
208-1263A-9H-7,1	77.310	87.950	33.268670	2.4280	1.6760	MARUM Bremen this study
208-1263A-9H-7,4	77.340	87.980	33.271970	2.4040	1.6760	MARUM Bremen this study
208-1263B-4H-2,108	77.080	88.009	33.275180	2.4360	1.6410	MARUM Bremen this study
208-1263B-4H-2,111	77.110	88.040	33.278560	2.4090	1.7020	MARUM Bremen this study
208-1263B-4H-2,114	77.140	88.070	33.281860	2.4060	1.7440	MARUM Bremen this study
208-1263B-4H-2,117	77.170	88.100	33.285160	2.4250	1.7360	MARUM Bremen this study
208-1263B-4H-2,120	77.200	88.130	33.288460	2.3890	1.6330	MARUM Bremen this study
208-1263B-4H-2,123	77.230	88.160	33.291760	2.4010	1.6840	MARUM Bremen this study
208-1263B-4H-2,126	77.260	88.190	33.295050	2.3820	1.6460	MARUM Bremen this study
208-1263B-4H-2,129	77.290	88.220	33.298350	2.4130	1.7570	MARUM Bremen this study
208-1263B-4H-2,132	77.320	88.250	33.301650	2.4420	1.6990	MARUM Bremen this study
208-1263B-4H-2,135	77.350	88.280	33.304950	2.3520	1.9080	MARUM Bremen this study
208-1263B-4H-2,138	77.380	88.310	33.308250	2.4090	1.8020	MARUM Bremen this study
208-1263B-4H-2,141	77.410	88.340	33.311550	2.4130	1.7680	MARUM Bremen this study
208-1263B-4H-2,144	77.440	88.370	33.314850	2.4000	1.8190	MARUM Bremen this study
208-1263B-4H-2,147	77.470	88.400	33.318140	2.3360	1.8280	MARUM Bremen this study
208-1263B-4H-2,150	77.500	88.430	33.321440	2.3300	1.7690	MARUM Bremen this study
208-1263B-4H-3,3	77.530	88.460	33.324740	2.2890	1.8560	MARUM Bremen this study
208-1263B-4H-3,6	77.560	88.490	33.328040	2.1920	1.8260	MARUM Bremen this study
208-1263B-4H-3,9	77.590	88.520	33.331340	2.2840	1.9070	MARUM Bremen this study
208-1263B-4H-3,12	77.620	88.550	33.334640	2.2770	1.9020	MARUM Bremen this study
208-1263B-4H-3,27	77.770	88.700	33.351130	2.3070	1.8480	MARUM Bremen this study
208-1263B-4H-3,30	77.800	88.730	33.354430	2.3430	1.8190	MARUM Bremen this study
208-1263B-4H-3,33	77.830	88.760	33.357730	2.3960	1.9260	MARUM Bremen this study
208-1263B-4H-3,36	77.860	88.790	33.361020	2.3760	1.9020	MARUM Bremen this study
208-1263B-4H-3,39	77.890	88.820	33.364320	2.3880	1.9080	MARUM Bremen this study
208-1263B-4H-3,42	77.920	88.850	33.367620	2.3380	1.8890	MARUM Bremen this study
208-1263B-4H-3,45	77.950	88.880	33.370920	2.3170	1.8660	MARUM Bremen this study
208-1263B-4H-3,48	77.980	88.910	33.374220	2.3450	1.8380	MARUM Bremen this study
208-1263B-4H-3,51	78.010	88.940	33.377520	2.3520	1.7860	MARUM Bremen this study
208-1263B-4H-3,54	78.040	88.970	33.380820	2.3520	1.7670	MARUM Bremen this study
208-1263B-4H-3,57	78.070	89.000	33.384110	2.3500	1.8330	MARUM Bremen this study
208-1263B-4H-3,60	78.100	89.030	33.387410	2.4060	1.8840	MARUM Bremen this study
208-1263B-4H-3,63	78.130	89.060	33.390710	2.3870	1.9170	MARUM Bremen this study
208-1263B-4H-3,66	78.160	89.090	33.394010	2.4240	2.0130	MARUM Bremen this study
208-1263B-4H-3,69	78.190	89.120	33.397310	2.3940	1.9750	MARUM Bremen this study
208-1263B-4H-3,72	78.220	89.150	33.400610	2.3830	1.9070	MARUM Bremen this study
208-1263B-4H-3,75	78.250	89.180	33.403910	2.3680	1.8970	MARUM Bremen this study
208-1263B-4H-3,78	78.280	89.210	33.407200	2.3650	1.7850	MARUM Bremen this study
208-1263B-4H-3,81	78.310	89.240	33.410500	2.3220	1.7570	MARUM Bremen this study
208-1263B-4H-3,84	78.340	89.270	33.413800	2.3540	1.8060	MARUM Bremen this study
208-1263B-4H-3,87	78.370	89.300	33.416990	2.3520	1.7650	MARUM Bremen this study
208-1263B-4H-3,90	78.400	89.330	33.419960	2.3700	1.7020	MARUM Bremen this study
208-1263B-4H-3,93	78.430	89.360	33.422940	2.3450	1.8610	MARUM Bremen this study
208-1263B-4H-3,96	78.460	89.390	33.425910	2.3780	1.8760	MARUM Bremen this study
208-1263B-4H-3,99	78.490	89.420	33.428880	2.3810	1.8760	MARUM Bremen this study
208-1263B-4H-3,102	78.520	89.450	33.431860	2.3850	1.7870	MARUM Bremen this study
208-1263B-4H-3,105	78.550	89.480	33.434830	2.3730	1.8010	MARUM Bremen this study
208-1263B-4H-3,108	78.580	89.510	33.437800	2.4480	1.7680	MARUM Bremen this study
208-1263B-4H-3,111	78.610	89.540	33.440780	2.4090	1.6470	MARUM Bremen this study
208-1263B-4H-3,114	78.640	89.570	33.443750	2.4300	1.7100	MARUM Bremen this study
208-1263B-4H-3,117	78.670	89.600	33.446720	2.4400	1.6580	MARUM Bremen this study
208-1263B-4H-3,120	78.700	89.630	33.449700	2.4960	1.7900	MARUM Bremen this study
208-1263B-4H-3,123	78.730	89.660	33.452670	2.5060	1.7300	MARUM Bremen this study
208-1263B-4H-3,126	78.760	89.690	33.455640	2.4780	1.7840	MARUM Bremen this study
208-1263B-4H-3,129	78.790	89.720	33.458620	2.4420	1.7500	MARUM Bremen this study
208-1263B-4H-3,132	78.820	89.750	33.461590	2.4690	1.8100	MARUM Bremen this study
208-1263B-4H-3,135	78.850	89.780	33.464560	2.4260	1.7800	MARUM Bremen this study
208-1263B-4H-3,138	78.880	89.810	33.467540	2.4050	1.7610	MARUM Bremen this study
208-1263B-4H-3,141	78.910	89.840	33.470510	2.4300	1.6810	MARUM Bremen this study
208-1263B-4H-3,144	78.940	89.870	33.473480	2.4210	1.7810	MARUM Bremen this study
208-1263B-4H-3,147	78.970	89.900	33.476460	2.4480	1.7050	MARUM Bremen this study
208-1263B-4H-3,150	79.000	89.930	33.479430	2.5060	1.7940	MARUM Bremen this study
208-1263B-4H-4,3	79.030	89.960	33.482400	2.4940	1.7210	MARUM Bremen this study
208-1263B-4H-4,6	79.060	89.990	33.485380	2.5180	1.7180	MARUM Bremen this study
208-1263B-4H-4,9	79.090	90.020	33.488350	2.5230	1.7370	MARUM Bremen this study
208-1263B-4H-4,12	79.120	90.050	33.491320	2.5040	1.7370	MARUM Bremen this study
208-1263B-4H-4,15	79.150	90.080	33.494300	2.4250	1.6810	MARUM Bremen this study
208-1263B-4H-4,18	79.180	90.110	33.497270	2.4770	1.5680	MARUM Bremen this study
208-1263B-4H-4,21	79.210	90.140	33.500240	2.5290	1.8060	MARUM Bremen this study
208-1263B-4H-4,24	79.240	90.170	33.503220	2.4920	1.7110	MARUM Bremen this study
208-1263B-4H-4,27	79.270	90.200	33.506190	2.3700	1.5520	MARUM Bremen this study
208-1263B-4H-4,30	79.300	90.230	33.509160	2.4540	1.8150	MARUM Bremen this study
208-1263B-4H-4,33	79.330	90.260	33.512140	2.5440	1.9950	MARUM Bremen this study
208-1263B-4H-4,36	79.360	90.290	33.515110	2.4690	1.7980	MARUM Bremen this study
208-1263B-4H-4,39	79.390	90.320	33.518080	2.4990	1.8420	MARUM Bremen this study
208-1263B-4H-4,42	79.420	90.350	33.521060	2.4910	1.8490	MARUM Bremen this study
208-1263B-4H-4,45	79.450	90.380	33.524030	2.4230	1.7640	MARUM Bremen this study
208-1263B-4H-4,48	79.480	90.410	33.527000	2.4740	1.8580	MARUM Bremen this study
208-1263B-4H-4,51	79.510	90.440	33.529980	2.4760	1.8840	MARUM Bremen this study
208-1263B-4H-4,54	79.540	90.470	33.532950	2.4820	1.8150	MARUM Bremen this study
208-1263B-4H-4,57	79.570	90.500	33.535920	2.5620	1.8560	MARUM Bremen this study
208-1263B-4H-4,60	79.600	90.530	33.538900	2.5440	1.8000	MARUM Bremen this study
208-1263B-4H-4,63	79.630	90.560	33.541870	2.5480	1.8920	MARUM Bremen this study
208-1263B-4H-4,66	79.660	90.590	33.544840	2.5330	1.9870	MARUM Bremen this study
208-1263B-4H-4,69	79.690	90.620	33.547820	2.4890	2.0780	MARUM Bremen this study
208-1263B-4H-4,72	79.720	90.650	33.550790	2.4930	1.9850	MARUM Bremen this study
208-1263B-4H-4,75	79.750	90.680	33.553760	2.5030	2.0140	MARUM Bremen this study
208-1263B-4H-4,78	79.780	90.710	33.556740	2.5180	2.0340	MARUM Bremen this study
208-1263B-4H-4,81	79.810	90.740	33.559710	2.5170	1.8950	MARUM Bremen this study
208-1263B-4H-4,84	79.840	90.770	33.562680	2.5400	2.0670	MARUM Bremen this study
208-1263B-4H-4,87	79.870	90.800	33.565660	2.5210	1.9990	MARUM Bremen this study
208-1263B-4H-4,90	79.900	90.830	33.568630	2.5040	1.8860	MARUM Bremen this study
208-1263B-4H-4,93	79.930	90.860	33.571600	2.4420	1.8780	MARUM Bremen this study
208-1263B-4H-4,96	79.960	90.890	33.574580	2.4960	1.8600	MARUM Bremen this study
208-1263B-4H-4,99	79.990	90.920	33.577550	2.5030	1.8730	MARUM Bremen this study
208-1263B-4H-4,102	80.020	90.950	33.580520	2.5440	1.9040	MARUM Bremen this study
208-1263B-4H-4,105	80.050	90.980	33.583500	2.4930	1.8110	MARUM Bremen this study
208-1263B-4H-4,108	80.080	91.010	33.586470	2.5250	1.9350	MARUM Bremen this study
208-1263B-4H-4,111	80.110	91.040	33.589440	2.4030	1.7050	MARUM Bremen this study
208-1263B-4H-4,114	80.140	91.070	33.592420	2.5410	1.9210	MARUM Bremen this study
208-1263B-4H-4,117	80.170	91.100	33.595390	2.5600	1.9900	MARUM Bremen this study
208-1263B-4H-4,120	80.200	91.130	33.598360	2.4120	1.7240	MARUM Bremen this study
208-1263B-4H-4,123	80.230	91.160	33.601340	2.5360	1.9470	MARUM Bremen this study
208-1263B-4H-4,126	80.260	91.190	33.604310	2.5450	1.7990	MARUM Bremen this study
208-1263B-4H-4,129	80.290	91.220	33.607280	2.5190	1.7580	MARUM Bremen this study
208-1263B-4H-4,132	80.320	91.250	33.610260	2.5450	1.8020	MARUM Bremen this study
208-1263B-4H-4,135	80.350	91.280	33.613230	2.5890	1.7550	MARUM Bremen this study
208-1263B-4H-4,138	80.380	91.310	33.616200	2.4890	1.7930	MARUM Bremen this study
208-1263B-4H-4,141	80.410	91.340	33.619180	2.6020	1.8280	MARUM Bremen this study
208-1263B-4H-4,144	80.440	91.370	33.622150	2.5690	1.7640	MARUM Bremen this study
208-1263B-4H-4,147	80.470	91.400	33.625120	2.6270	1.7420	MARUM Bremen this study
208-1263B-4H-4,150	80.500	91.430	33.628100	2.6140	1.7520	MARUM Bremen this study
208-1263B-4H-5,3	80.530	91.460	33.631070	2.6170	1.6180	MARUM Bremen this study
208-1263B-4H-5,6	80.560	91.490	33.634040	2.5270	1.5330	MARUM Bremen this study
208-1263B-4H-5,9	80.590	91.520	33.637020	2.4910	1.6020	MARUM Bremen this study
208-1263B-4H-5,12	80.620	91.550	33.642660	2.5000	1.4690	MARUM Bremen this study
208-1263B-4H-5,15	80.650	91.580	33.653630	2.5940	1.5860	MARUM Bremen this study
208-1263B-4H-5,18	80.680	91.610	33.664600	2.6510	1.7230	MARUM Bremen this study
208-1263B-4H-5,21	80.710	91.640	33.675570	2.6290	1.6910	MARUM Bremen this study
208-1263B-4H-5,24	80.740	91.670	33.686540	2.6220	1.6890	MARUM Bremen this study
208-1263B-4H-5,27	80.770	91.700	33.697510	2.6190	1.7800	MARUM Bremen this study
208-1263B-4H-5,30	80.800	91.730	33.708480	2.5760	1.7500	MARUM Bremen this study
208-1263B-4H-5,33	80.830	91.760	33.719450	2.5880	1.8290	MARUM Bremen this study
208-1263B-4H-5,36	80.860	91.790	33.730420	2.5520	1.8930	MARUM Bremen this study
208-1263B-4H-5,39	80.890	91.820	33.741390	2.5400	1.9290	MARUM Bremen this study
208-1263B-4H-5,42	80.920	91.850	33.752360	2.5520	1.9950	MARUM Bremen this study
208-1263B-4H-5,45	80.950	91.880	33.763330	2.4990	1.9440	MARUM Bremen this study
208-1263B-4H-5,48	80.980	91.910	33.774300	2.5020	1.8740	MARUM Bremen this study
208-1263B-4H-5,51	81.010	91.940	33.785270	2.5390	1.9520	MARUM Bremen this study
208-1263B-4H-5,54	81.040	91.970	33.792060	2.4670	1.8940	MARUM Bremen this study
208-1263B-4H-5,57	81.070	92.000	33.798550	2.4690	1.8910	MARUM Bremen this study
208-1263B-4H-5,60	81.100	92.030	33.805040	2.3740	1.8320	MARUM Bremen this study
208-1263B-4H-5,63	81.130	92.060	33.811530	2.4120	1.8150	MARUM Bremen this study
208-1263B-4H-5,69	81.190	92.120	33.824510	2.3650	1.7810	MARUM Bremen this study
208-1263B-4H-5,72	81.220	92.150	33.831000	2.2650	1.7800	MARUM Bremen this study
208-1263B-4H-5,75	81.250	92.180	33.837490	2.2940	1.7960	MARUM Bremen this study
208-1263B-4H-5,78	81.280	92.210	33.843980	2.2490	1.6470	MARUM Bremen this study
208-1263B-4H-5,81	81.310	92.240	33.850480	2.2610	1.6840	MARUM Bremen this study
208-1263B-4H-5,84	81.340	92.270	33.856970	2.2990	1.6310	MARUM Bremen this study
208-1263B-4H-5,87	81.370	92.300	33.863460	2.3160	1.6190	MARUM Bremen this study
208-1263B-4H-5,90	81.400	92.330	33.869950	2.3170	1.5980	MARUM Bremen this study
208-1263B-4H-5,93	81.430	92.360	33.876440	2.3760	1.7000	MARUM Bremen this study
208-1263B-4H-5,96	81.460	92.390	33.882930	2.3340	1.6700	MARUM Bremen this study
208-1263B-4H-5,99	81.490	92.420	33.889420	2.3410	1.7540	MARUM Bremen this study
208-1263B-4H-5,102	81.520	92.450	33.895910	2.3430	1.7340	MARUM Bremen this study
208-1263B-4H-5,105	81.550	92.480	33.902400	2.3750	1.7430	MARUM Bremen this study
208-1263B-4H-5,108	81.580	92.510	33.908890	2.3120	1.6390	MARUM Bremen this study
208-1263B-4H-5,111	81.610	92.540	33.915380	2.3340	1.6190	MARUM Bremen this study
208-1263B-4H-5,114	81.640	92.570	33.921880	2.3390	1.5100	MARUM Bremen this study
208-1263B-4H-5,117	81.670	92.600	33.928370	2.3390	1.5100	MARUM Bremen this study
208-1263B-4H-5,120	81.700	92.630	33.934860	2.3280	1.4600	MARUM Bremen this study
208-1263B-4H-5,123	81.730	92.660	33.941350	2.3410	1.4670	MARUM Bremen this study
208-1263B-4H-5,126	81.760	92.690	33.947840	2.3480	1.3930	MARUM Bremen this study
208-1263B-4H-5,129	81.790	92.720	33.954330	2.3540	1.3060	MARUM Bremen this study
208-1263B-4H-5,132	81.820	92.750	33.960820	2.3600	1.3080	MARUM Bremen this study
208-1263B-4H-5,135	81.850	92.780	33.967310	2.3290	1.2550	MARUM Bremen this study
208-1263B-4H-5,138	81.880	92.810	33.973800	2.3020	1.1680	MARUM Bremen this study
208-1263B-4H-5,141	81.910	92.840	33.980290	2.2680	1.0960	MARUM Bremen this study
208-1263B-4H-5,144	81.940	92.870	33.986780	2.2750	1.0700	MARUM Bremen this study
208-1263B-4H-5,147	81.970	92.900	33.993270	2.2650	1.1090	MARUM Bremen this study
208-1263B-4H-5,150	82.000	92.930	33.999770	2.2400	1.0940	MARUM Bremen this study
208-1263B-4H-6,3	82.030	92.960	34.006260	2.3010	1.1580	MARUM Bremen this study
208-1263B-4H-6,6	82.060	92.990	34.012750	2.2970	1.2580	MARUM Bremen this study
208-1263B-4H-6,9	82.090	93.020	34.019240	2.2930	1.2280	MARUM Bremen this study
208-1263B-4H-6,12	82.120	93.050	34.025730	2.2820	1.3370	MARUM Bremen this study
208-1263B-4H-6,15	82.150	93.080	34.032220	2.3030	1.2990	MARUM Bremen this study
208-1263B-4H-6,18	82.180	93.110	34.038710	2.3260	1.1730	MARUM Bremen this study
208-1263B-4H-6,21	82.210	93.140	34.045200	2.2920	1.0300	MARUM Bremen this study
208-1263B-4H-6,24	82.240	93.170	34.051690	2.2660	0.9140	MARUM Bremen this study
208-1263B-4H-6,27	82.270	93.200	34.058180	2.2960	0.8800	MARUM Bremen this study
208-1263B-4H-6,30	82.300	93.230	34.064670	2.3110	0.8180	MARUM Bremen this study
208-1263B-4H-6,33	82.330	93.260	34.071170	2.3620	0.7560	MARUM Bremen this study
208-1263B-4H-6,36	82.360	93.290	34.077660	2.4240	0.8390	MARUM Bremen this study
208-1263B-4H-6,39	82.390	93.320	34.084150	2.3500	0.7680	MARUM Bremen this study
208-1263B-4H-6,42	82.420	93.350	34.090640	2.3750	0.7910	MARUM Bremen this study
208-1263B-4H-6,45	82.450	93.380	34.097130	2.3510	0.8830	MARUM Bremen this study
208-1263B-4H-6,48	82.480	93.425	34.106790	2.3770	0.8250	MARUM Bremen this study
208-1263B-4H-6,51	82.510	93.477	34.118030	2.3730	0.8760	MARUM Bremen this study
208-1263A-10H-3,142	82.720	93.510	34.125260	2.3000	0.7800	MARUM Bremen this study
208-1263B-4H-6,54	82.540	93.529	34.129270	2.3500	0.8940	MARUM Bremen this study
208-1263A-10H-3,145	82.750	93.540	34.131750	2.3100	0.8600	MARUM Bremen this study
208-1263A-10H-3,149	82.790	93.580	34.140400	2.3900	0.9100	MARUM Bremen this study
208-1263A-10H-4,3	82.830	93.620	34.149060	2.3900	0.8500	MARUM Bremen this study
208-1263A-10H-4,7	82.870	93.660	34.157710	2.3900	0.7800	MARUM Bremen this study
208-1263A-10H-4,11	82.910	93.700	34.166360	2.4000	0.8600	MARUM Bremen this study
208-1263A-10H-4,15	82.950	93.740	34.175020	2.3000	0.8300	MARUM Bremen this study
208-1263A-10H-4,19	82.990	93.780	34.183670	2.2500	0.8300	MARUM Bremen this study
208-1263A-10H-4,23	83.030	93.820	34.189600	2.2100	0.8100	MARUM Bremen this study
208-1263A-10H-4,27	83.070	93.860	34.192790	2.2800	0.9800	MARUM Bremen this study
208-1263A-10H-4,32	83.120	93.910	34.196780	2.2100	0.7000	MARUM Bremen this study
208-1263A-10H-4,35	83.150	93.940	34.199180	2.2900	0.7300	MARUM Bremen this study
208-1263A-10H-4,39	83.190	93.980	34.202370	2.2500	0.8500	MARUM Bremen this study
208-1263A-10H-4,43	83.230	94.020	34.205560	2.2700	0.8700	MARUM Bremen this study
208-1263A-10H-4,47	83.270	94.060	34.208760	2.2300	0.8500	MARUM Bremen this study
208-1263A-10H-4,52	83.320	94.110	34.212750	2.2400	0.9600	MARUM Bremen this study
208-1263A-10H-4,55	83.350	94.140	34.215140	2.2400	0.8400	MARUM Bremen this study
208-1263A-10H-4,58	83.380	94.170	34.217540	2.2400	0.9400	MARUM Bremen this study
208-1263A-10H-4,64	83.440	94.230	34.222330	2.2600	1.0200	MARUM Bremen this study
208-1263A-10H-4,67	83.470	94.260	34.224730	2.1200	0.6300	MARUM Bremen this study
208-1263A-10H-4,71	83.510	94.300	34.227920	2.0800	0.6000	MARUM Bremen this study
208-1263A-10H-4,75	83.550	94.340	34.231110	2.0800	0.7000	MARUM Bremen this study
208-1263A-10H-4,81	83.610	94.400	34.235900	1.9800	0.4700	MARUM Bremen this study
208-1263A-10H-4,83	83.630	94.420	34.237500	2.0500	0.5300	MARUM Bremen this study
208-1263A-10H-4,87	83.670	94.460	34.240690	2.1200	0.5800	MARUM Bremen this study
208-1263A-10H-4,91	83.710	94.500	34.243890	2.0200	0.4600	MARUM Bremen this study
208-1263A-10H-4,94	83.740	94.530	34.246280	2.1200	0.7100	MARUM Bremen this study
208-1263A-10H-4,99	83.790	94.580	34.250270	2.1300	0.6900	MARUM Bremen this study
208-1263A-10H-4,103	83.830	94.620	34.253470	2.1200	0.6500	MARUM Bremen this study
208-1263A-10H-4,107	83.870	94.660	34.256660	2.1300	0.6800	MARUM Bremen this study
208-1263A-10H-4,111	83.910	94.700	34.259850	2.1800	0.7400	MARUM Bremen this study
208-1263A-10H-4,115	83.950	94.740	34.263050	2.1500	0.5200	MARUM Bremen this study
208-1263A-10H-4,119	83.990	94.780	34.266240	2.1800	0.6900	MARUM Bremen this study
208-1263A-10H-4,123	84.030	94.820	34.269430	2.1500	0.7000	MARUM Bremen this study
208-1263A-10H-4,127	84.070	94.860	34.272630	2.1500	0.6900	MARUM Bremen this study
208-1263A-10H-4,131	84.110	94.900	34.275820	2.1800	0.7500	MARUM Bremen this study
208-1263A-10H-4,135	84.150	94.940	34.279010	2.1600	0.7400	MARUM Bremen this study
208-1263A-10H-4,139	84.190	94.980	34.282210	2.2900	0.8800	MARUM Bremen this study
208-1263A-10H-4,143	84.230	95.020	34.285400	2.2200	0.8200	MARUM Bremen this study
208-1263A-10H-4,147	84.270	95.060	34.288590	2.2000	0.6700	MARUM Bremen this study
208-1263A-10H-5,1	84.310	95.100	34.291790	2.2300	0.8200	MARUM Bremen this study
208-1263A-10H-5,5	84.350	95.140	34.294980	2.2600	0.6300	MARUM Bremen this study
208-1263A-10H-5,8	84.380	95.170	34.297380	2.1900	0.4400	MARUM Bremen this study
208-1263A-10H-5,13	84.430	95.220	34.301370	2.1500	0.5700	MARUM Bremen this study
208-1263A-10H-5,17	84.470	95.260	34.304560	2.1700	0.6400	MARUM Bremen this study
208-1263A-10H-5,21	84.510	95.300	34.307760	2.0800	0.5300	MARUM Bremen this study
208-1263A-10H-5,25	84.550	95.340	34.310950	2.1000	0.5800	MARUM Bremen this study
208-1263A-10H-5,29	84.590	95.380	34.314140	2.2000	0.5700	MARUM Bremen this study
208-1263A-10H-5,33	84.630	95.420	34.317340	2.1800	0.5100	MARUM Bremen this study
208-1263A-10H-5,37	84.670	95.460	34.320530	2.1300	0.5100	MARUM Bremen this study
208-1263A-10H-5,41	84.710	95.500	34.323720	2.1400	0.5600	MARUM Bremen this study
208-1263A-10H-5,45	84.750	95.540	34.326920	2.1300	0.5900	MARUM Bremen this study
208-1263A-10H-5,49	84.790	95.580	34.330110	2.0900	0.5300	MARUM Bremen this study
208-1263A-10H-5,53	84.830	95.620	34.333300	2.1600	0.5900	MARUM Bremen this study
208-1263A-10H-5,57	84.870	95.660	34.336500	2.2000	0.7100	MARUM Bremen this study
208-1263A-10H-5,61	84.910	95.700	34.339690	2.0900	0.5100	MARUM Bremen this study
208-1263A-10H-5,65	84.950	95.740	34.342880	2.1000	0.5900	MARUM Bremen this study
208-1263A-10H-5,69	84.990	95.780	34.346080	2.1800	0.7500	MARUM Bremen this study
208-1263A-10H-5,74	85.040	95.830	34.350070	2.1300	0.4400	MARUM Bremen this study
208-1263A-10H-5,78	85.080	95.870	34.353260	2.2200	0.5300	MARUM Bremen this study
208-1263A-10H-5,81	85.110	95.900	34.355660	2.1100	0.4000	MARUM Bremen this study
208-1263A-10H-5,85	85.150	95.940	34.358850	2.1800	0.6800	MARUM Bremen this study
208-1263A-10H-5,88	85.180	95.970	34.361250	2.1300	0.4000	MARUM Bremen this study
208-1263A-10H-5,93	85.230	96.020	34.365240	2.2700	0.9100	MARUM Bremen this study
208-1263A-10H-5,97	85.270	96.060	34.368430	2.2300	1.0800	MARUM Bremen this study
208-1263A-10H-5,101	85.310	96.100	34.371630	2.2800	1.0800	MARUM Bremen this study
208-1263A-10H-5,105	85.350	96.140	34.374820	2.1700	1.1000	MARUM Bremen this study
208-1263A-10H-5,109	85.390	96.180	34.378010	2.1200	1.0500	MARUM Bremen this study
208-1263A-10H-5,113	85.430	96.220	34.381210	2.1100	1.0900	MARUM Bremen this study
208-1263A-10H-5,117	85.470	96.260	34.384400	2.0400	0.8500	MARUM Bremen this study
208-1263A-10H-5,121	85.510	96.300	34.387590	2.1300	0.9700	MARUM Bremen this study
